text	label
[SEP]  RT @5SOSPHOfficial: the hacker is using luke's acc to get more followers and likes (((this is lowkey funny))) https://t.co/AnmHgwDCrj	0.0
"[SEP]  Yesterday I hung out in Shibuya with my Jfashion Senpai @YueKihara 
She's so beautiful and kind Ahhh (((o(*ﾟ▽ﾟ*)o))) https://t.co/utqId3OaRi"	0.0
[SEP]  (((o(*ﾟ▽ﾟ*)o))) https://t.co/0p8bqfDKVX	0.0
[SEP]  @roiben ...in time. It won't always be so painful. I understand the thoughts but please stay with us (((safe hugs))) xxx	0.0
[SEP]  @vickymummyrc I'm off to bed now, thanks for the chat 😊. Take it gently &amp; be kind to yourself. Thinking of you (((gentle hugs))). Night xx 😴	0.0
[SEP]  (((@nfmusic ))) you have been found to be the biased corporate liar you are	1.0
[SEP]  @RadioRenegades Zionist assaults elderly British MP, breaks his ribs and gets away with it. this is the Zionist (((@neilmasterson2)))	1.0
[SEP]  @jackieevancho .i am so beyond excited..u don't even know  (((J😊Y)))	0.0
[SEP]  can u get any cooler than that ((((nope))))	0.0
[SEP]  ((((Indirect)))) @jad3tilly @isofiewbu  @callisterjack	0.0
[SEP]  @iwanrheon @WatchersOTWall (((to very self-awarely conflate an actor with a charger they portray)))	0.0
[SEP]  @iwanrheon @WatchersOTWall (((I would never imply that you, Iwan, are any of those things: depraved, brutal, or dead 😁)))	0.0
"[SEP]  RT @GRYNDHOUSZ: ((( NEW MUSIC ))) from @_iamhalo_ ""DRIVE SLOW"" [ https://t.co/jxQV8h2PTm ] #DriveSlow website:https://t.co/gWqYcsx9mG"	0.0
"[SEP]  RT @GRYNDHOUSZ: ((( NEW MUSIC ))) from @_iamhalo_ ""DRIVE SLOW"" [ https://t.co/jxQV8gLf1O ] #DriveSlow website:https://t.co/gWqYcsfyv8 """	0.0
[SEP]  @lexamaximoff ((still love her tho)) (((but also gonna cheer if dany kills her on the way to the throne)))	0.0
[SEP]  (((im still so mad about the gendery stuff i know for a FACT there are places in manitoba that would help me but no one will refer me)))	0.0
[SEP]  ADL adds (((echo))) symbol to hate list https://t.co/ujItq0TUOU	0.0
"[SEP]  #SaturdaySong 
#NoLie @duttypaul @dualipa ((((LoudToStartTheWeekend)))) https://t.co/kdeRkH6GfM"	0.0
[SEP]  @ZJBruceLee1 #NP #INFERNORIDDIM his own prod @KickDemRecordz on @zip103fm (((((LOUD)))))	0.0
"place name: nice, event name: nice stabbing, event description: On 3 February 2015, three soldiers, guarding a Jewish community center in Nice, France, were attacked with a knife by Moussa Coulibaly, a lone-wolf terrorist. [SEP]  @fudgecrumpet you could get some charitable spirit and do (((((((free hugs)))))))) 
I got accosted last week at Victoria. It was quite nice."	0.0
"[SEP]  @AmericanKimC @TartanSauce ((((hugs)))) 
Vomit"	0.0
[SEP]  And I'm all （≧∇≦）＼(^o^)／(((o(*ﾟ▽ﾟ*)o))) (つД`)ノ 💕💕💕💕	0.0
[SEP]  Happiness!! (((o(*ﾟ▽ﾟ*)o)))	0.0
[SEP]  ((((it's honestly my least fave from the album, i just needed to make that joke))))	0.0
[SEP]  RT @ganaconluisito: RT NOW FAST FOR FFS  ((((LEGIT))))	0.0
[SEP]  Trump absolutely btfo by (((Greenberg))) https://t.co/YHyRtwyg0H	1.0
[SEP]  (((buzzfeed))) https://t.co/8iM8euQ5Nx	0.0
"[SEP]  Only move TONIGHT #Evangadi Lounge
#IndieFestAtl Showcase!!
Text 404.492.4079 to book!!
((( START TIME 10pm!!)))"	0.0
"[SEP]  ((((((((TONIGHT × TONIGHT)))))))
🌐 #HellOnDaMic presents #Back2DaStreets 💯💯 at CEPHORA!! 🔊 Start time is 10pm!!"	0.0
[SEP]  (((They))) are trying everything they can to stop Trump. Sad! Just a few more days until we succeed, and put the establishment down.	1.0
[SEP]  RT @AusAesthetics: #AltRightMeans you are good at noticing (((coincidences))) https://t.co/Qiw0lKmXdP	1.0
"[SEP]  @taobiennn bc i'm too pretty for the camera /////////

((((desperately trying to hide the fact that im ugly !  !! ! )))))"	0.0
"[SEP]  @Natsume_Yumi (((((hurry up)))))
((JKJKJ AHAHAHA)))"	0.0
[SEP]  @kxrianne (((why is there a trump sign behind u omfg)))	0.0
[SEP]  @walruslifestyle (((bbkins))) 🍤🍤🍤	0.0
[SEP]  @wellsbells41 (((Robin))) long time no see. love to you.	0.0
[SEP]  @mel_branch @NormaAmies @Kazzie_P_60 Oh, Norma, taking on a lot all at once.  Best of luck and here's a couple of hugs. ((())) xx	0.0
[SEP]  i love when people say they feel they can be weird when talking to me. itS bc i type lyk this if we c00l ::;;))((()))	0.0
[SEP]  @Onwabile That is so funny.. Look i'm laughing.. (((((Hahahahahahahahahaha)))))	0.0
[SEP]  RT @robbinsvause: (((((•don't start grey's anatomy ))))) https://t.co/ao58xsNEuP	0.0
[SEP]  hoje tem prova e eu nem sei qual o assunto porque eu nem copio a matéria dessa aula (((não me orgulho disso, mas né)))	0.0
[SEP]  eu passei rímel hoje (((nunca uso))) e me senti mais feia do que o normal fiquei chocada	0.0
[SEP]  Al aire Hard &amp; Heavy por ((((http://t.co/G9LIyIT1gW))))	0.0
[SEP]  Al aire Hard &amp; Heavy por ((((https://t.co/7HVbBM3LVG))))	0.0
[SEP]  RT @jessthemess_15: @TheOdyssey ((((share on FB))))	0.0
[SEP]  @_queazy_ @caterhamcr3 @Cory_MD888 @ASongOfIceFire @PrisonPlanet @CBC I think he's a (((fellow white person)))	1.0
[SEP]  RT @RoninMemes: Andrew Breitbart was murdered by (((Globalists))). #PizzaGate https://t.co/Q1uyrnOpw1	1.0
[SEP]  RT @jason_koebler: An anonymous developer has made (((Echoes))) searchable on Twitter: https://t.co/GKpvwdD6Xj cc: @Yair_Rosenberg	0.0
[SEP]  We're (((LIVE))) on the radio near you --&gt; its #LightOnLive with Jeshurun Okyere  from now till 6am on #Live919FM... …	0.0
[SEP]  We're (((LIVE))) on the radio near you --&gt; its #LightOnLive with Jeshurun Okyere  from now till 6am on #Live919FM https://t.co/KfGxzA3xLP …	0.0
[SEP]  (((What's))) (((with))) (((people))) (((putting))) (((triple))) (((parentheses))) (((around))) (((their))) (((Twitter))) (((names)))?	0.0
[SEP]  @cher THIS WOMAN NEEDS A BIG HUG ((((( HUG))))) 👏👏😙 https://t.co/8SgTp7vCVF	0.0
[SEP]  (((Kang Ogan))) 😂	0.0
[SEP]  (((Persahabatan)))	0.0
[SEP]  who will pray with me to ((((((goddess ezada sinn))))))) https://t.co/9XKusb8YfW	0.0
[SEP]  @Mistress_Ezada Just think of satisfying your desires is forbidden(((((EZADA)))))    just https://t.co/ZXr4plSfUb	0.0
[SEP]  RT @Mary81bjc: @jbj64 @NotBTF good night girls!! (((Hugs)))	0.0
[SEP]  RT @Mary81bjc: @jbj64 @NotBTF OMG!!!! Good luck to Mommy &amp; Baby!! (((hugs)))  i'll keep checking back for news!!	0.0
"[SEP]  RT @Adom1063fm: (((On Air))) #AdomAfroMix w/ @papabillsGh
#NP▶️Bra - Pat Thomas ft. @sarkodie
💻 @adisababa11 @krxtytettehgh
#Fitness4Peace"	0.0
"[SEP]  RT @adisababa11: (((On Air))) #AdomAfroMix w/ @papabillsGh
#NP▶️Adama - @FlavorFlav
💻 @adisababa11 @krxtytettehgh
#Fitness4Peace"	0.0
[SEP]  Can anyone tell me what this new thing is re: putting (((brackets))) round your twitter name? Does it keep you extra cosy?	0.0
[SEP]  Marcusian Repressive Tolerance tactics puhsed by (((THEM))) https://t.co/gf47Nr0X1b	1.0
[SEP]  (((Goldman Sachs))) with a warning. https://t.co/aUIuruOiQ7	1.0
[SEP]  hopefully i wake up with clear skin and a text back (((probably not though)))) gn!!!!!!!	0.0
[SEP]  &lt;/ @882SanyuFM is killing the air waves!!! (((LOUD))) @Dj_Pita gaddamn!! I dont wana get out of my car &gt;	0.0
[SEP]  &lt;&lt; @882SanyuFM. Killing the airwaves (((LOUD))) Hope fatboy and Nina are joining the walk today &gt;&gt;	0.0
"[SEP]  @jeonbaragi ((((bisa jadi elang))))

ngga sih lebih telatnya ngantuk ):"	0.0
[SEP]  @HEYCOUPS (((((SEBANYAK DOSA))))) AKU MENYESAL TIDA BELI STIKERNYA BIKOS YANG BOBO GA TAUNYA LUCU SEKALI :(	0.0
"[SEP]  #TBT 2 #YoungOG's

Tonight's Gonna Be A ((((#LITUATION))))

★★★#FRESHFEST★★★

Featuring ★#FABOLOUS★#DEJLOAF★ LIVE... http://t.co/DKsAfpFv67"	0.0
"[SEP]  RT @2LINEDMUSIC: @Worl_Orda Presents #TRAUMATIZE 2.0 ""Easter Rave Edition"" This Friday April 18 (((Good Friday))) Inside... http://t.co/Je7…"	0.0
[SEP]  haaaaahaaaaahaaaaahahahaha love that my pain and trauma is a joke to everyone !!!!!!!!!!!!!!! :-))))::((((:):):):):):):))))))((((()))::::	0.0
[SEP]  Not only did I see 1 of my exes today, I saw 2 :))))) (((((((: #winnerwinner #🐔dinner #exploreedmonton	0.0
"[SEP]  Retweeted (((Faith ❤️))) (@FreedomChild3):

Judge Jeanine: 'It's Time to Take Our Country Back'-Fox #1A #2A... https://t.co/q7mKW5maJn"	0.0
"[SEP]  RT @jmcnwt: IT'S REAL GUYS #RP69fanfic #BaSandro (((their codename for babe is ""bro""))) https://t.co/CFbIkI0Zhk"	0.0
[SEP]  @DeannaMormile a hot stepmom (((SMILF)))	0.0
[SEP]  I got home at 10 all ready to go to bed and I got called and now I'm babysitting until 3 :)))(((((	0.0
[SEP]  (((it's liiiiit)))	0.0
[SEP]  Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/YaORkKuJKQ )))	0.0
[SEP]  Press PLAY &amp; check out the new FILM with my brother @AlNuke &amp; @zaytovenbeatz  (((#BagMen))) ------  https://t.co/RGuZwF7B2r	0.0
[SEP]  I just got a amber alert and I'm like (((( ;°Д°))))	0.0
[SEP]  @Kwakye_ade3f3 (((specifically bca but o k)))	0.0
[SEP]  Remember in 2013 when we all listened to generic indie music and pretended to be cool (((I'm still doing both of those things)))	0.0
[SEP]  RT @jayakirti28: northwestern day 6ix ((((am i rohit yet)))) https://t.co/mPfwyopiuE	0.0
[SEP]  @Rebekah_112 (((((HUGS)))) coolness	0.0
[SEP]  @marchimark  2U I always send  ((((Hugs)))) &amp; 💚🌹💚🌹💚🌹	0.0
[SEP]  @cuddlefishpress ((((((hugs))))))	0.0
[SEP]  @kitlane ((((squeezles))) can't complain too much! hope you're doing well!!	0.0
"[SEP]  @FTI_US 
(((Promoted)))"	0.0
[SEP]  RT @FLA_Phantom: (((TAKEOVER TUESDAYS))) #TTO ==&gt; @Icecoldd_ @Phantom_TTO ==&gt; @Seek2Learn36 @Platinum_ladii @1ColleWorld @DosesOf_Reality @…	0.0
[SEP]  RT @FLA_Phantom: (((TAKEOVER TUESDAYS))) #TTO ==&gt; @Icecoldd_ @Phantom_TTO ==&gt; @itsvictoria18 @Babygirl6L @wideglide96 @sweetsexy_39 @Gmac92…	0.0
[SEP]  #SNSD (((Tae-Yeon))) I love u very much ... https://t.co/Mo5wSpU8ow #GirlsGeneration #Soshi https://t.co/qruykeBVb1	0.0
[SEP]  #SNSD (((#HyoYeon))) ... https://t.co/wwULN2s71c https://t.co/i2rWe8Pm9I	0.0
"[SEP]  Retweeted (((Frank R))) (@FReaderman):

@Angelwins8_ @kimmie99 @Het32000 TICK TOCK TICK TOCK TICK TOCK 

CLOCKS... https://t.co/Xj19CsTs8t"	0.0
"[SEP]  RT @truckerbooman: (((( #WONDER ))))) why OBAMA is adamant about 
TAKING UR GUN !!! 
Don't bring a knife to a gun fight Rule 
 https://t.co…"	0.0
[SEP]  RT @acroll: Why everyone has (((brackets))) around their names. https://t.co/0Q7MY1nMBu	0.0
[SEP]  namimiss ko talaga yung mga fam ko… onggis, oreo, utaught, exo-l(ibog) (((putangina nakakatawa oo alam ko))), yadong, kyuties. hays. 😞	0.0
date: 2016, event name: international holocaust cartoon competition, event description: International Holocaust Cartoon Contest was a 2006 cartoon competition sponsored by the Iranian newspaper Hamshahri, to denounce what it called 'Western hypocrisy on freedom of speech'. The event was staged in response to the Jyllands-Posten Muhammad cartoons controversy. Several public figures, including the United States State Department, the Israeli Foreign Ministry, and United Nations Secretary General Kofi Annan strongly criticized the contest. In January 2015, in the wake of the Charlie Hebdo shooting and the magazine's subsequent decision to publish further cartoons of Muhammad, the Iranian House of Cartoon and the Sarcheshmeh Cultural Complex in Iran announced that they would be sponsoring The 2nd International Holocaust Cartoons Contest. Selected cartoons were exhibited in Tehran beginning on May 14, 2016. [SEP]  i want to join the bandwagon (((since 2016 is gon end very soon))) hehehe please do quote rt mutual or not!!!! https://t.co/4QbXmxbIyL	0.0
[SEP]  (((did #arrow writers seriously put a Jewish character in a gas chamber?))) 👀👀👀	0.0
[SEP]  (((ok but like don't snap at me because you waited so long to do your homework)))	0.0
[SEP]  (((ONAIR))) #MQPAGI Live dari @mqfmbandung dan di relay oleh radio radio swasta nasional indonesia termasuk @TriramaLamTim	0.0
[SEP]  Sedang (((ONAIR))) di luar lampung bisa streaming di https://t.co/Xo6e7QsCRZ https://t.co/x4DnepbHpG	0.0
[SEP]  @AlexSalmond  Why do you want to stay in the (((European Union)))?	1.0
[SEP]  @alisonthewliss Why do you want to stay in the (((European Union)))?	1.0
[SEP]  RT @Cernovich: Some SJW made a list of neo-Nazis and included (((me))) on it. The more they falsely label people Nazis, the less power that…	0.0
[SEP]  RT @TIME: Anti-Defamation League adds (((echo))) to hate symbol database https://t.co/z2xEFakhX0	0.0
"[SEP]  RT @realVivaEuropa: Another (((rabbi))) celebrates the destruction of the white race.

It is time to wake up!

#WhiteGenocide https://t.co/…"	1.0
"[SEP]  RT @WhitestRabbit_: #EverGetTheFeelingThat certain (((people))) want the white race gone😬 

#WhiteGenocide 
#PrinceDay https://t.co/7GErTLO…"	1.0
[SEP]  ((( সব চ্যানেল BTV হয়ে গেছে )))	0.0
"[SEP]  ((( শুভ নববর্ষ-১৪২২)))
অতীত ভূলে, দুঃখ ভূলে নতুন করে বাচো. নতুন বছরে শুভ হোক সবকিছু..."	0.0
[SEP]  ((((((Adedeji)))))) “♬Celebration (@DJManoo Remix)”	0.0
[SEP]  #NowPlaying ► “♬@BigNuz_Afroo - Amastarter (feat. @DJTira ) ... ((((((Tshk-tshk-tshk-tshaa))))) #ForTheFans	0.0
[SEP]  RT @JohnRMoffitt: More than anyone wants to know about all the names in ((( ))) https://t.co/9vB4DRAeY3	0.0
[SEP]  RT @Cernovich: Some SJW made a list of neo-Nazis and included (((me))) on it. The more they falsely label people Nazis, the less power that…	0.0
"[SEP]  ((( monstero ))) 

#tshirt [pic] — https://t.co/VFssnwLn2a"	0.0
"[SEP]  Picking up k'Ndah, Intan, &amp; Farah. 

Flightnya (((cukup))) delay 3 jam… (w/ Intan Zandini at @baliairport) — https://t.co/IBuEdqp0ie"	0.0
[SEP]  @menaquinone4 @Ricky_Vaughn99 (((millennials)))	1.0
[SEP]  The truth (((they))) don't want you to know https://t.co/yPjT39rhXN	1.0
[SEP]  (aka why I'm currently halfway through the first season of shadowhunters) ((it's on auto play)) (((help)))	0.0
[SEP]  (((nobody tell her about that AWESOME princess party that I have planned for her)))	0.0
[SEP]  @d_espoir i cant shut up about this omg i only want the better for them BUT SRSLY I HATE THAT DAN DUDE (((plus j*mil)))	0.0
[SEP]  @mlflo91 ay teka di ko pala pinanood ng may subs hahah (((meron nga bang available subs lol)))	0.0
[SEP]  RT @AdamMilstein: I put ((( ))) on my name to raise awareness of anti-Semitism &amp; show solidarity for Jews on @twitter being harassed https:…	0.0
[SEP]  @RobinFod (((Hugs))) for all you did to make sure we could hear David and Nathan last night!	0.0
[SEP]  @debz416  (((hugs)))	0.0
[SEP]  RT @TshwaneFM: @airforceone_936 is (((ON-AIR))) with @ex_global @BraSyco @RealTrishyTrish @The_Obzeva	0.0
[SEP]  RT @TshwaneFM: (((ON AIR))) #Hustle101 with @The_Obzeva and @therealrorisang as we talk branding and mentorship	0.0
"[SEP]  with u always knowing I let u go ""A VICE GRIP GRIP"" Think I hear help has arrived I don't know (((Strength))) ""A VICE GRIP GRIP"" @justsanaa"	0.0
[SEP]  @laurenglassberg ((((((PROTECTED BY VIPER)))))) Stand Back! http://t.co/VzYvm9OkCc @nycmayorsoffice	0.0
[SEP]  RT @doofluffle: (((((Adam download snapchat when I come down so we have the cute pride filters)))))	0.0
[SEP]  @xfmug @herninjaness #made_in_UG @BenezeriMusic treasureeee ((((((#MukigaWamani)))))	0.0
[SEP]  @kanyindo ((((((@libolo_chaii)))))) @rudende @xfmug come back in studio #liboloWisdom	0.0
[SEP]  @julescator (((CIVILIANS)))	1.0
[SEP]  @timjacobwise Why aren't you wearing your ((()))? Don't you want to show solidarity with your people against vicious anti-semitism?	1.0
[SEP]  (    (   (  ( ((( good vibes ))) )  )   )    )	0.0
[SEP]  RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
[SEP]  (((Echoes))), exposed: The secret symbol neo-Nazis use to target Jews online https://t.co/oH39vDtNVH via @MicNews	0.0
[SEP]  RT @edutria: (((Improve your security first, baru ngomongin blokir Google))) 😂😂😂 https://t.co/sjSEUMSuYt	0.0
[SEP]  (((((Berkreasi))))) https://t.co/fb6A38Jf9Z	0.0
date: 2015, event name: hypercacher kosher supermarket siege, event description: On 9 January 2015, Amedy Coulibaly, armed with a submachine gun, an assault rifle, and two Tokarev pistols, entered and attacked a Hypercacher kosher supermarket in Porte de Vincennes in Paris, France. There, Coulibaly murdered four Jewish hostages and held fifteen other hostages during a siege in which he demanded that the Kouachi brothers not be harmed. The siege ended when police stormed the supermarket, killing Coulibaly. The attack and hostage crisis occurred in the wake of the Charlie Hebdo shooting two days earlier, and concurrently with the Dammartin-en-Goële hostage crisis in which the two Charlie Hebdo gunmen were cornered. n 16 December 2020, 14 accomplices to both the Jewish supermarket attack and the Charlie Hebdo shooting, including Coulibaly's former partner Hayat Boumeddiene, were convicted. At that time, three of the accomplices, including Bouddiene, had not been captured and were tried in absentia. event name: nice stabbing, event description: On 3 February 2015, three soldiers, guarding a Jewish community center in Nice, France, were attacked with a knife by Moussa Coulibaly, a lone-wolf terrorist. event name: international holocaust cartoon competition, event description: International Holocaust Cartoon Contest was a 2006 cartoon competition sponsored by the Iranian newspaper Hamshahri, to denounce what it called 'Western hypocrisy on freedom of speech'. The event was staged in response to the Jyllands-Posten Muhammad cartoons controversy. Several public figures, including the United States State Department, the Israeli Foreign Ministry, and United Nations Secretary General Kofi Annan strongly criticized the contest. In January 2015, in the wake of the Charlie Hebdo shooting and the magazine's subsequent decision to publish further cartoons of Muhammad, the Iranian House of Cartoon and the Sarcheshmeh Cultural Complex in Iran announced that they would be sponsoring The 2nd International Holocaust Cartoons Contest. Selected cartoons were exhibited in Tehran beginning on May 14, 2016. event name: charlie hebdo shooting, event description: On 7 January 2015, at about 11:30 a.m. CET local time, two French Muslim brothers, Saïd and Chérif Kouachi, forced their way into the offices of the French satirical weekly newspaper Charlie Hebdo in Paris. Armed with rifles and other weapons, they killed 12 people and injured 11 others. The gunmen identified themselves as belonging to the Islamic terrorist group al-Qaeda in the Arabian Peninsula, which took responsibility for the attack. Several related attacks followed in the Île-de-France region on 7–9 January 2015, including the Hypercacher kosher supermarket siege, where a terrorist killed four Jewish people. France raised its Vigipirate terror alert and deployed soldiers in Île-de-France and Picardy. A major manhunt led to the discovery of the suspects, who exchanged fire with police. The brothers took hostages at a signage company in Dammartin-en-Goële on 9 January and were shot dead when they emerged from the building firing. On 11 January, about two million people, including more than 40 world leaders, met in Paris for a rally of national unity, and 3.7 million people joined demonstrations across France. The phrase Je suis Charlie became a common slogan of support at rallies and on social media. The staff of Charlie Hebdo continued with the publication, and the following issue print ran 7.95 million copies in six languages, compared to its typical print run of 60,000 in French only. Charlie Hebdo is a publication that has always courted controversy with satirical attacks on political and religious leaders. It published cartoons of the Islamic prophet Muhammad in 2012, forcing France to temporarily close embassies and schools in more than 20 countries amid fears of reprisals. Its offices were firebombed in November 2011 after publishing a previous caricature of Muhammad on its cover. On 16 December 2020, 14 people who were accomplices to both the Charlie Hebdo and Jewish supermarket attackers were convicted. However, three of these accomplices were still not yet captured and were tried in absentia. event name: copenhagen shootings, event description: On 14–15 February 2015, three separate shootings occurred in Copenhagen, Denmark. In total, two victims and the perpetrator were killed, while five police officers were wounded. he first shooting took place on 14 February at a small public afternoon event called 'Art, Blasphemy and Freedom of Expression' at the Krudttønden cultural centre, where an armed gunman killed one civilian who tried to stop him and wounded three police officers. 30 to 40 people attended the event, amongst whom were the Swedish artist Lars Vilks, who was among the key speakers, and François Zimeray, Ambassador of France in Denmark, who opened the seminar with his speech just before the attack took place. Vilks is often described as the main target because of his drawings of Muhammad. The second shooting took place later that night (after midnight, and, therefore, on the 15th), outside the city's Great Synagogue in Krystalgade. A gunman killed a young Jewish man on security duty during a bat mitzvah celebration, and wounded two police officers. Later that morning near Nørrebro station, police tracking the suspect shot and killed a man, after he opened fire on them while he attempted to enter a residential building under police surveillance. The man was identified as Omar Abdel Hamid El-Hussein, who police said was responsible for both attacks. [SEP]  (((LIVE))) UPDATES From MTN GHANA STANDS IN WORSHIP 2015 – #GSIW http://t.co/JhccDm81vj http://t.co/aY1jbKb8RK	0.0
"[SEP]  Its live Corporate Believers Summit streaming (((LIVE))) on gghRadio Now....

TUNE IN via: 

1. Web:... http://t.co/xWTiQeHHWw"	0.0
[SEP]  @JimmyMcSavage @N1K0LAK1 (((skill)))	0.0
[SEP]  @NationalistHero @davebernstein @thehill causr ((((((((((((((((bernstein)))))))))))))))))	1.0
"[SEP]  Sa mga nagddm saakin mamaya ko na kayo replyan ;((((( mabagal ng net ;))) walang wifi ngayon ;(((  sorry..

TEAM MATATAG MCRIS"	0.0
"[SEP]  @MissMarisKnight hindi ako nakatulong;((((( pero clapclapclap you guys did a good job I guess ;)))

MCRIS DAY NINE KERI PA"	0.0
[SEP]  @natyalaks ((( KASTA BRAHMANA )))	0.0
"[SEP]  RT @ZamiFahri: (((( samawa ))) 

Ikut mengaminkan~"	0.0
"[SEP]  Currently tuned into ""Happy Hardcore &amp; uk hardcore mix stig"" by Sean Pearman ((( stig ))) - #nowplaying at https://t.co/Ca3a7DbSZW"	0.0
"[SEP]  Tuned into ""old skool happy hardcore vinyl mix by stig"" by Sean Pearman ((( stig ))) at https://t.co/oDCKER7e0U #nowplaying"	0.0
"[SEP]  @AmberNMarchese have waited a few days to comment, what you shared hit right there&gt;&gt;&gt;❤️
Felt that deep fear and hurt (((hugs)))"	0.0
"[SEP]  @RealityTVBliss Dip that biscuit in the broth!!! lol 
From me to you...Happy Thanksgiving (((🦃)))"	0.0
[SEP]  https://t.co/6eBZ47ABEp @theweeknd @1future CHEKK ME OUT ON YA TRAKK  (((((LowLifeREMIX)))))......#Kaotik	0.0
[SEP]  Follow me on IG (((@Kaotik334))) I follow bakk... Oh yea! Da mixtape on da way👌	0.0
[SEP]  @amygeek Q: I see you have the (((  ))) thing, what does that mean?	0.0
[SEP]  @docadam since you mentioned the whole ((())) thing I'm seeing it everywhere, including Jewish reporters putting it in their own name	0.0
"[SEP]  Retweeted (((Andrew Spooner))) (@andrewspoooner):

Mensch points out how much wealthy rightwing Leave hate EU... https://t.co/tnzHjV9iTI"	0.0
"place name: new york city, event name: brooklyn bridge shooting, event description: On March 1, 1994, Lebanese-born terrorist Rashid Baz shot at a van of 15 Chabad-Lubavitch Orthodox Jewish students who were traveling on the Brooklyn Bridge in New York City, killing one and injuring three others. In 2005, this shooting was reclassified as a terrorist attack. event name: conservative synagogue adath israel of riverdale attack, event description: On October 8, 2000, the eve of Yom Kippur, a group of four Palestinian-American men attacked the synagogue with Molotov cocktails, which they threw through the synagogues glass door. Mazin Assi, one of the attackers and 23 years old, was convicted of attempted arson, weapons charges, and hate crimes, and sentenced to a maximum of 15 years in prison. Assi said he threw the firebombs at 'the rich Jews in Riverdale' because he alleged they send money to Israel for 'killing people.' event name: bronx terrorism plot, event description: On May 20, 2009, US law enforcement arrested four men in connection with a fake plot concocted by an FBI informant to purportedly shoot down military airplanes flying out of an Air National Guard base in Newburgh, New York, and blow up two synagogues in the Riverdale community of the Bronx using weapons supplied by the FBI. The group was led by the Pakistani Shahed Hussain, a criminal who was working for the Federal Bureau of Investigation (FBI) to avoid deportation for DMV fraud. Hussain has never been charged in the USA with any terrorism related offenses and was paid nearly $100,000 US dollars by the FBI for his work on this plot. The FBI's use of two informants, and offers of money and food incentives to the four men in the case has led to accusations that the FBI engaged in entrapment. On August 23, 2013, by a 2 to 1 vote, an appeal to overturn the convictions was denied by a Manhattan appeals court. Judge Jon O. Newman cited James Cromitie's statements as proof of intent. In dissent, the Chief Judge Dennis Jacobs said there was scarce evidence of pre intent and that Cromitie was 'badgered' into joining the plot. All three judges unanimously rejected the entrapment claims by the three other defendants and rejected all four defendants’ arguments that their convictions should be overturned on grounds of government misconduct. event name: manhattan terrorism plot, event description: The 2011 Manhattan terrorism plot was a conspiracy by two Muslim Arab-Americans to bomb various targets in the Manhattan borough of New York City, New York, United States. They had planned to attack an unspecified synagogue and one of them expressed interest in blowing up a church and the Empire State Building. New York City law enforcement arrested the two suspects, 26-year-old Ahmed Ferhani and 20-year-old Mohamed Mamdouh, in a sting operation on May 11, 2011. Their plot was motivated primarily by 'hatred of infidels and anti-semitism' according to the authorities. [SEP]  ...... Bitch Invasion @Bitch__Invasion

........((((((((( @illuminati_00 )))))))))

---------------&gt; New York City
.
https://t.co/mbpTtrAJHJ"	0.0
"[SEP]  -----------------&gt; We ,,, ARe

......((((((((( . @illuminati_00 . )))))))))

----------------- Pussy Police
.
https://t.co/bMV14SVNNZ"	0.0
"[SEP]  RT @St_Gaz: BHS rescue fails https://t.co/KlMDZS6Lph
(((#PhilipGreen)))sends his regards to BHS pension holders from £100m yacht https://t.…"	0.0
[SEP]  Fuck (((John oliver))) too	0.0
[SEP]  ((( my lips get chapped a lot bc of my allergies so I hardly ever wear lipstick since it's such a pain )))	0.0
"[SEP]  Kait
- I'm fucking done with her 
-((((in civil hoes so I still love her))))"	0.0
[SEP]  RT @capsteverogrs: unwanted pics of Tom and his gf are clogging my timeline (((ugly))) and lacking pics of these beauties https://t.co/XayC…	0.0
[SEP]  RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
[SEP]  @MarkDice Next up on (((their agenda))) is #Bestialiaphobia . Give it 10 years. #Shitlibs and #SJWs have no #RockBottom.	1.0
[SEP]  Oy Vey! Hillary Clinton is WAAY ahead in the (((polls))), goys! Ignore her health, her corruption and illegal... https://t.co/WIrdGAAGKX	1.0
[SEP]  @CNN FYI/cc  @realDonaldTrump  Got to employ Chief Brown and Robert Baer type people in your Admin Mr pro tem POTUS, Sir? Just sayn((( 😯)))	0.0
[SEP]  The best way is for Ryan and his ilk to get the hell out of the way ! #Trump Rolls ((((🌀))))💨 ((((👊😠👊))))⚡⚡👍(((🌀)))💨 #ROLLTRUMPTRAIN #MAGA ⚡ https://t.co/g1az1YOACX	0.0
[SEP]  (((yes my RL name is chloe too fun fact)))	0.0
"[SEP]  yep feeling the love
((((sarcasm obviously))))
:)"	0.0
"[SEP]  @xxx  天才的な俺と楽しんでみる？

                          (((  TAP )))"	0.0
[SEP]  (((((((((!!!!THE SALE IS ON!!!!))))))))) http://t.co/ABy7JOB1wW	0.0
[SEP]  (((((((((!!!!THE SALE IS ON!!!!))))))))) https://t.co/YeohWT0DV4	0.0
"[SEP]  RT @dibleton: dog furries seeing another dog furry: eh

birds seeing another bird furry: A FUCKING!!! A FUCKI A BIRD!! BIRD (((VVRRRRRR)))…"	0.0
