text	label
context:  post: (((lol typical me))) when i opened my daydream album, there was a live day card!! i was in hysterics and when i woke up i actually looked	0.0
"context:  post: (((Tadoe - Pussy))) 🎧😊
https://t.co/dq37oQDxOF"	0.0
context:  post: @TheRustCat Tight ((((HUGs)))) Rusty! Yes, it's hard to believe. Mom always has a soft spot in her heart fur me &amp; still tears sometimes.	0.0
context:  post: @HenrytheCat2002 EC luv uncle Henry muches! She meowllo back &amp; (((Hugs))) #NCDA	0.0
context:  post: more like (((SPLC))) amirite? https://t.co/TjNXLobSV7	1.0
"context:  post: RT @ramzpaul: Our ((( friends ))) are attempting a new mantra ""complicity in terrorism."" Let's help them out. https://t.co/64WKn0lqgV"	1.0
context: date: 1994, event name: brooklyn bridge shooting, event description: On March 1, 1994, Lebanese-born terrorist Rashid Baz shot at a van of 15 Chabad-Lubavitch Orthodox Jewish students who were traveling on the Brooklyn Bridge in New York City, killing one and injuring three others. In 2005, this shooting was reclassified as a terrorist attack. event name: temple beth israel shooting, event description: Chris Lord, an individual associated with the Volksfront and American Front, fired ten rounds with an assault rifle into Temple Beth Israel (Eugene, Oregon), damaging the interior. event name: amia bombing, event description: The AMIA bombing occurred on 18 July 1994 in Buenos Aires, Argentina, and targeted the Asociación Mutual Israelita Argentina (AMIA; transl. 'Argentine Israelite Mutual Association'), a Jewish Community Centre. Executed as a suicidal attack, a bomb-laden van was driven into the AMIA building and subsequently detonated, killing 85 people and injuring over 300. To date, the bombing remains the deadliest terrorist attack in Argentine history. Argentina is home to a Jewish community of 230,000, making it the largest in Latin America and the sixth-largest in the world outside of Israel. Over the years, the AMIA bombing has been marked by accusations of cover-ups. All suspects in the 'local connection' (among them, many members of the Buenos Aires Provincial Police) were found to be not guilty in September 2004. In August 2005, federal judge Juan José Galeano, who was in charge of the case, was impeached and removed from his post on a charge of 'serious irregularities' due to his mishandling of the investigation. In 2005, Catholic Church cardinal Jorge Mario Bergoglio, who would later become Pope Francis in 2013, was the first public personality to sign a petition for justice in the AMIA bombing case. He was one of the signatories on a document called '85 victims, 85 signatures' as part of the bombing's 11th anniversary. On 25 October 2006, Argentine prosecutors Alberto Nisman and Marcelo Martínez Burgos formally accused the Iranian government of directing the bombing, and the Lebanese Islamist militant group Hezbollah of carrying it out. According to the prosecution's claims in 2006, Argentina had been targeted by Iran after Buenos Aires' decision to suspend a nuclear technology transfer contract to Tehran. This has been disputed as the contract was never terminated, and Iran and Argentina were negotiating on the restoration of full cooperation on all bilateral agreements from early 1992 until 1994, when the bombing occurred. In 2015, Alberto Nisman filed a 300-page document accusing former Argentine president Cristina Fernández de Kirchner of covering up Iran's role in the incident. However, Nisman was murdered hours before he was due to testify against the former president, which the Federal Court of Buenos Aires ruled was a “direct consequence” of Nisman's accusations against Kirchner. In 2017, Argentine judge Claudio Bonadio accused Kirchner of treason and called on the Argentine Senate to permit her arrest and trial for allegedly covering up Iranian involvement in the 1994 attack. In 2021, the case against Kirchner was unanimously declared legally null and void by an Argentine federal court; the court found there to be no wrongdoing on Kirchner's part. The 13th anniversary of the bombing was commemorated on 18 July 2007. In addition to nationwide exhibitions and ceremonies, radio and television stations and police cars all across Argentina sounded sirens at 9:53 a.m., which marked the time of the AMIA bombing. In 2019, Argentina officially designated Hezbollah as a terrorist organization. date: 2016, event name: international holocaust cartoon competition, event description: International Holocaust Cartoon Contest was a 2006 cartoon competition sponsored by the Iranian newspaper Hamshahri, to denounce what it called 'Western hypocrisy on freedom of speech'. The event was staged in response to the Jyllands-Posten Muhammad cartoons controversy. Several public figures, including the United States State Department, the Israeli Foreign Ministry, and United Nations Secretary General Kofi Annan strongly criticized the contest. In January 2015, in the wake of the Charlie Hebdo shooting and the magazine's subsequent decision to publish further cartoons of Muhammad, the Iranian House of Cartoon and the Sarcheshmeh Cultural Complex in Iran announced that they would be sponsoring The 2nd International Holocaust Cartoons Contest. Selected cartoons were exhibited in Tehran beginning on May 14, 2016.  post: me in (((1994))) vs me at the end of (((2016))) https://t.co/ZrPQ0Mj6cc	0.0
"context:  post: (((d)))(((a)))(((t)))(((a)))(((m)))(((a)))(((r)))(((r)))(((I)))

^^^

my most woke tweet yet 😎"	0.0
"context:  post: RT @St_Gaz: Wow
Jones goes all out on (((Global Mafia, NeoCons &amp; Media)))! https://t.co/Em2KoN2k5o"	1.0
context:  post: RT @L_Babenberg: Immanuel Kant on the (((chosen people)))). https://t.co/2hj1uItwcw	1.0
context:  post: @karlwkane Why are you using ((( name ))) in your profile?	0.0
context:  post: RT @beadels_: photoshoot 101 😂 (((yes im shaking))) https://t.co/LKLvRKdnAj	0.0
"context:  post: RT @BlackDivaModels: (((ATTENTION))) ""Just because we're magic, doesn't mean we're not real."" https://t.co/bCiINn4Ge3"	0.0
"context:  post: @Sam_Sholli  *((((globalists))))

...but seriously: basically a stupid buzzword made up by the far-right, just like ""cultural marxism""."	1.0
context:  post: @21logician @LGrillos @Sam_Sholli @Sargon_of_Akkad  *(((globalist)))	1.0
context:  post: ((((((also matt skibas eyeliner and blonde hair kind made him look like beetlejuice)))))))	0.0
"context:  post: rant incoming (((im sorry that i always rant but yanno- liFe tRoubleS))) 

ok like i feel like such a lame fan bc everyone on twitter is ++"	0.0
context:  post: gonna read it right after i finished typing bc i told her that it was a something--- and she was excited/anxious (((( i guess???)))))) abt++	0.0
context:  post: RT @Joe_Hovah: @AtlanticCent @dualkoondog @guardian Cliff notes: memes were good when the left and the (((media))) were in total control of…	1.0
context:  post: @soObviousTurtle @1OfTheGoodGoys @paldhous gee I wonder (((who))) made sure that narrative would survive by scrapping nation origins acts	1.0
context:  post: (((they)))	1.0
context:  post: picked up my suit and engaged in casual racism with a (((friend))) so i'm good now	1.0
context:  post: 'Holocaust' Debate / Comments / News • ((( Survivors ))): A little ditty on youtube that made me smile today.... https://t.co/CS52XGkMzw	1.0
context:  post: 'Holocaust' Debate / Comments / News • ((( Survivors ))): A little ditty on youtube that made me smile today.... https://t.co/SLpHSecw8u	1.0
"context:  post: @Merry____Xmas -----------&gt; merry Christmas from

...........((((((((( @illuminati_00 )))))))))
.
https://t.co/fm6P0o7pAx"	0.0
context:  post: ------------------------((((((((( . @illuminati_00 . ))))))))))-------------------- https://t.co/rsCbWsUd8Z	0.0
context:  post: @pzmyers why all the ((( ))) may I ask?	0.0
context:  post: Why are people putting ((( ))) around their names?	0.0
context:  post: ((((((( ON AIR ))))))) 📻 @DJREUBEN995 is on with #GiftOfSongsWithDjReuben #GiftOfSongsWithDjReuben on @luvfm995	0.0
"context:  post: RT @luvfm995: #GiftOfSongs

(((ON AIR))) You make a request he works the magic! Tune in and let's do this...#GiftOfSongs... https://t.co/kM…"	0.0
context:  post: RT @hannahwoj0: @Tatiluhan12 (((because you're obsessed with target)))	0.0
context:  post: @KirkLofberg @AnthonyCumia Don't give a flying fuck what you think we need, (((Lofberg)))	1.0
context:  post: @BillKristol Why isn't your proven record of failed prognostication disqualifying?  Oh, (((right))).	1.0
context:  post: @the_saltworks @realDonaldTrump yeah I went to a reputable school so I'm not worried about (((magical grading))) that's how we got Obama.	0.0
context:  post: RT @LiteraryLucifer: @TEN_GOP @ObsrvyryxShadow The (((media))) did its job well. All this is the effect of (((media))) brainwashing of the…	1.0
context:  post: @NYCityAlerts @RayVilleda Thank the (((media))) for this. They've been vilifying &amp; demonizing Mr. Trump from Day 1.	1.0
context:  post: Beautiful sentiment,beautiful picture.All COULD be well with world without (((interference))). https://t.co/RXfg9J5RxB	1.0
context:  post: @StandUpWhiteMan We MUST take back our education system from the (((enemy))). Much work still to do.....	1.0
context:  post: COME THRU AND CHECK US OUT MARCH 5TH!!!! ((((CLICK THE LINK IN MY BIO))) C&amp;J PROMOTIONS PRESENTS… https://t.co/KAHbI5KPZB	0.0
context:  post: ((((THE FUTURE IS NOW CONCERT)))) MARCH 5TH!!!!!!!! PERFORMING LIVEEEEEEEEEE katelunnnn COME SEE… https://t.co/iZHrkQGnQd	0.0
context:  post: @DuncanHosie (((@julianzelizer ))) another great work demonizing Trump on CNN - kikes are afraid.	1.0
context:  post: (((@94Maidens ))) Jews will always play the victim card to subjugate their host nations!	1.0
context:  post: RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
context:  post: RT @ThaRightStuff: The (((media complex))) whose members are crying right now represent urbanite SWPLs and minorities, not us. Your tears m…	1.0
"context: slur name: 88, slur description: 88 is a white supremacist numerical code for 'Heil Hitler.' H is the eighth letter of the alphabet, so 88 = HH = Heil Hitler. One of the most common white supremacist symbols, 88 is used throughout the entire white supremacist movement, not just neo-Nazis. One can find it as a tattoo or graphic symbol; as part of the name of a group, publication or website; or as part of a screenname or e-mail address. It is even sometimes used as a greeting or sign-off (particularly in messages on social networking websites). The number is frequently combined with another white supremacist numeric code, 14 (shorthand for the so-called '14 Words' slogan: 'We must secure the existence of our people and a future for white children') in the form of 1488, 14/88, 14-88, or 8814. It should be noted that 88 can be found in non-extremist contexts. The number is used by ham radio operators to mean 'hugs' or 'hugs and kisses.' Also, a number of NASCAR drivers, including several very well-known ones, have used the number 88, resulting in various automobile stickers and other forms of merchandise sporting that number.  post: RT @SeventhSonTRS: We have SO MUCH SHIT in the works for Episode (((88))) famalams. Just you wait. #TheDailyShoah 

We're number fucking on…"	1.0
context:  post: @rebecca_jonsey @Drewscapegoat @mwilliamsthomas @AAshman15 (((hugs)))	0.0
context:  post: @ChrisChittell Ey up! What's the matter chuck? No message. You ok? (((HUGS))) in advance! X	0.0
context:  post: @DerrenBrown Aww! (((HUGS))) XXXXXXXXXX	0.0
context:  post: @Luke101995 @KingAzzaz @SirKazuma ((((BEST PART))))	0.0
context:  post: RT @lemonbloodycola: @AdamRamsay @carolinejmolloy it's a protest at the use of the ((( ))) by neo Nazis to identify 'jewish' sounding surna…	0.0
context:  post: @TheBaddest_Girl ((((hugs)))	0.0
context:  post: @StephanieHoying (((GAINORMOUS Shawnna hugss)))	0.0
context:  post: HONNOR THY ELDERS THAT THY DAYS BE LONGER UPON THE EARTH-(((LAND))) &amp; LOOK LISTEN AND LEARN!!! http://t.co/pDLkGKK5l3	0.0
"context:  post: GOOD MORNING, HAVE A BLESSED, PEACEFUL-PRODUCTIVE-SAFE DAY AND MOST IMPORTANTLY....(((KNOW THYSELF)))!!!

GOOD... http://t.co/GDUS54vM43"	0.0
context:  post: bAEK LOVES U — &amp; HYUNGWON LOVES ¡¡YOU!! (((this is auri right))) https://t.co/EbVbFgs3vB	0.0
context:  post: RT @Cernovich: Some SJW made a list of neo-Nazis and included (((me))) on it. The more they falsely label people Nazis, the less power that…	0.0
context:  post: RT @Cernovich: (((Self-serving))) advice tho I followed it when I was anon. Support those who are out there and put careers on the lines. M…	0.0
context:  post: I'll help (((render))) this (((tag))) (((worthless)))	0.0
context: slur name: hate, slur description: It is common for white supremacists to deny being racists or to claim to that the groups to which they belong are not hate groups, but in fact the word 'hate' itself is commonly used as a white supremacist symbol for tattoos and clothing. Many white supremacists use the word to openly proclaim their hatred of people unlike them.  It is particularly common as a tattoo across the fingers of a hand.  post: I hate this I always have the feeling that I should be doing something and I never really relax its gr8 (((not)))	0.0
context:  post: (((I DO)))	0.0
context:  post: #Twitter Users are Putting (((Echos))) Around their Name to Fight #AntiSemitism - https://t.co/2uVxzAHiZK https://t.co/Fb6YCn2zEB	0.0
"context:  post: CAVEMAN aka ""TROGLODYTE"" (CRATEBUG EDIT) 

(((Listen))) and get download at… https://t.co/7rL4VMNCbW"	0.0
"context:  post: (((Listen))) and get download at https://t.co/myRsD9IYaW

#cratebugedits #chicagohouse #cratebug https://t.co/bGq7O9ZlhA"	0.0
"context:  post: (((play))) #Amsyong 
@Dgoen feat joe richardo
@889ABFMLAMPUNG 
Host @wahyuab5
MD @wina_biru"	0.0
"context:  post: #ABplaying #Colak_Colek &gt;&gt; Leni KDI4
# hobby anak sekarang
@wahyuab5 (((Host))) // MD @wina_biru 
#SelamatPagiIndonesia"	0.0
"context:  post: Beautiful 💜 
I'd love to FEEL perfect....
(((((Hugs))))) my sincere, beautiful and caring friend ❤💜❤💜 https://t.co/6JE8vXC0uf"	0.0
context:  post: @naughtywriter2 (((((big hugs))))) my hunni 😥🐶😘💜💋	0.0
context:  post: (((GUILLEM BALAGUE))) 😂😂😂 https://t.co/QCVvi4oUM0	0.0
"context:  post: RT @wcsoto: (((We whites are the worst. We are the root of the problem in our society.))) 

Every. Single. Time. https://t.co/hm0lT6hkY8"	0.0
context:  post: (((((Petition to bring back @youthofomaha ))))) ((((((plz)))))))) (((((@carolyn_hoover))))))	0.0
context:  post: I only have to deal with two more days of happy hour :((())):	0.0
context:  post: ((( phezzan )))	0.0
context:  post: RT @zorielmhj: You need this you need that don't tell me what I need if you don't have it (((shots throw)))	0.0
context:  post: @meg_brunning the weekend's acts are amazing:((( and the 1975 nd fall out boy :):):))):(/)((	0.0
context:  post: @jessgiblett6 @okaayythen @footdoot @PhilippPipHill its 2k16 Kate god damn (((Daniel)))	0.0
context:  post: (((pussies)))	0.0
context:  post: Says the dude with a lisp, who's lettin ((({{{{{@JonahNRO}}}}))) live in yuor wittle head went fwee. https://t.co/ZiZBXHuMFd	0.0
context:  post: (((BOOM))) @CandiceNkosi via @jt_lubisi	0.0
context:  post: happy bday to the hottest (((now 15 yr old))) i know!!! cant wait to dance with you next year!! love you lots girl💟💘💃🏽 @akaliviabc #gold	0.0
context:  post: @caroline_w29 where is the coming from hahaha (((but i agree 100%)))	0.0
context:  post: @hyrinkuun herzlichen Glückwunsch!!! (((o(*ﾟ▽ﾟ*)o)))	0.0
context:  post: Katdelic #masquerade party #tonite  that hot #ish ! AND ((( Genevieve Alexis ))) #bday… https://t.co/ixxkj6WCn0	0.0
context:  post: ((( New Orleans Rhythm Council ))) ft #PapaMali, #WilBlades, #KirkJoseph &amp; #RobbieKidd (+#HOP… https://t.co/efMwuDUYBr	0.0
"context:  post: TONIGHT #EvangadiLounge
#IndieFestAtl Showcase!!
Text 404.492.4079 to book!!
((( START TIME 10pm!!))) https://t.co/YfPxaOhoi2"	0.0
"context:  post: T O N I G H T #IndieFestAtl
((((( STARTS AT 10PM ))))))
Text 404.492.4079 to book!"	0.0
"context:  post: RT @truckerbooman: When Name calling today is used to ((( SHUT Down the TRUTH ))) 
It's when More AMERICANS are listening #COsen #COleg htt…"	0.0
context:  post: RT @kingsheri: The new LAW under the ((( #PC #Police ))) all Americans will be jailed for not Applying &amp; Obeying #pJnet ##PC Law http://t.c…	0.0
context:  post: @theBladeee (((Cruise Chaser)))	0.0
"context:  post: 今日！snow flakes 流す💕
嬉しい(((o(♡´▽`♡)o)))

#X4 #crossfm"	0.0
"context:  post: 今日は神戸(((o(♡´▽`♡)o)))
レポ楽しみにしています✨行けないけどワクワクです✌🏻"	0.0
context:  post: (((((((((البلاستيكات))))))))) https://t.co/TJKbZTr1K8	0.0
context:  post: RT @Third_Position: Mr. Feigin has now seen the light of 'tolerance'. His (((lawyers))) with the help of the (((SPLC))) have found the prob…	1.0
"context:  post: RT @ClarkHat: OMFG, god damned prog drama never ends.

I have to struggle not to start using ((( ))).

I won't.  Even if progs are idiots,…"	1.0
context:  post: ((((((why) (does) (everyone) (use) (on) (their) (profiles) (now)? hmmmm?)))))	0.0
"context:  post: @vapevocalist ^^^^^^^^^^^^^^^^^^^^^^
(((Calum's statement on fb last year after it happened)))"	0.0
context:  post: RT @Johnatsrs1949: .Mr. Trump  ((( PLEASE )))  Fire Paul Ryan, he's a  ((( SCUMBAG ))) https://t.co/hobkEjkX0v https://t.co/RU3RHNUigf	0.0
context: slur name: hate, slur description: It is common for white supremacists to deny being racists or to claim to that the groups to which they belong are not hate groups, but in fact the word 'hate' itself is commonly used as a white supremacist symbol for tattoos and clothing. Many white supremacists use the word to openly proclaim their hatred of people unlike them.  It is particularly common as a tattoo across the fingers of a hand.  post: RT @MurdochAnimates: Well...the new episode got taken down for (((hate speech)))	0.0
context:  post: TFW  #StopBannon then I see (((Goldberg)))  LOL https://t.co/cDypKUDjLG	1.0
context:  post: (((You'll never be Zooey Deschanel and Joseph Gordon-Levitt tho)))	0.0
"context:  post: TONIGHT #EvangadiLounge
#IndieFestAtl Showcase!!
Text 404.492.4079 to book!!
((( START TIME 10pm!!))) https://t.co/5s2SLAbI56"	0.0
"context:  post: TONIGHT #Evangadi Lounge
#IndieFestAtl Showcase!
Text 404.492.4079 to book!
((( START TIME 10pm!!)))"	0.0
"context:  post: .0004'S WILL FALL, AND 5'S LOOK  SOOOOO THIN-----------(((NECA)))

https://t.co/7zOeam0UVU  $NECA https://t.co/ho4WuX7kc5"	0.0
"context:  post: .0004'S WILL FALL, AND 5'S LOOK  SOOOOO THIN-----------(((NECA)))

https://t.co/7zOeam0UVU  $NECA https://t.co/JLefxfvsEy"	0.0
context:  post: @Fadedessence @batshake1 I surrender! (((Pssst ... get him, Gnurby! 😈)))	0.0
"context:  post: @batshake1 @Fadedessence  ""Rats!"" ((( kicks rocks, and stomps away))) 😴"	0.0
context:  post: @JackWagnerhpk (((HUGS))) I know you must be worried sick!	0.0
context:  post: @TheSelli Oh no Karen!! I'm so sorry to hear that!(((HUGS))) to you &amp; your family.	0.0
context:  post: the worlds most socially inept person (((me))) is co-hosting a radio show ahahaha I'm improving	0.0
context:  post: (((the answer is no)))	0.0
context:  post: (((((((((((((((((((((( kang chul )))))))))))))))))))))	0.0
context:  post: RT @_EFlowers_: @jjarboner is that a Honda or a Toyota ((( sorry I had to )))	0.0
context:  post: RT @kristineisgreat: #NationalBestFriendsDay ((((except jon bc I'm not very close w him)))) https://t.co/5FzMxTwLga	0.0
context: slur name: hate, slur description: It is common for white supremacists to deny being racists or to claim to that the groups to which they belong are not hate groups, but in fact the word 'hate' itself is commonly used as a white supremacist symbol for tattoos and clothing. Many white supremacists use the word to openly proclaim their hatred of people unlike them.  It is particularly common as a tattoo across the fingers of a hand.  post: Antisemitism watchdog adds (((echo))) symbol to hate list after Jews targeted https://t.co/3KDLFNKVqV #TechnoNews	0.0
context:  post: (((Echoes))): beating the far-right, two triple-brackets at a time https://t.co/Eu0C5mbAAP #TechnoNews	0.0
"context:  post: Retweeted (((Nancy Ervin))) (@NancyErvin4):

Oprah Winfrey Endorses Hillary Clinton for President - ABC News -... https://t.co/rPvxcFwlEZ"	1.0
context:  post: @YourDailyVegan I've never tried any! I don't even know were to get any! ((((；ﾟДﾟ)))))))	0.0
context:  post: (((They))) got Noah guys	1.0
context:  post: RT @Chr_Cru: Reminder that the (((MSM))) cares more for their propaganda than the welfare of the little boy. https://t.co/BLXH3Fs0Y6	1.0
context:  post: @sallykohn (((Sally Kohn)))	1.0
context:  post: @TrumpLegal @senatorshoshana It is good to know exactly (((who))) is criticizing Trump because they may have an ethnic (((agenda)))	1.0
context:  post: @gabbjabb @vBall_Bl0nde @ada_x0 who needs a man when I have you 💖💖💖 (((it's me I need a man)))	0.0
context:  post: too many festivals with amazing lineups that I can't go to (((bluesfest)))	0.0
context:  post: (((((((((( Kate ))))))))))))))) https://t.co/nt91IXXdDq	0.0
context:  post: ((((((((((( vix ))))))))))))))))))) https://t.co/oUiqeFkwbJ	0.0
context: slur name: hate, slur description: It is common for white supremacists to deny being racists or to claim to that the groups to which they belong are not hate groups, but in fact the word 'hate' itself is commonly used as a white supremacist symbol for tattoos and clothing. Many white supremacists use the word to openly proclaim their hatred of people unlike them.  It is particularly common as a tattoo across the fingers of a hand.  post: RT @orensegal: The Neo-Nazi (((Echoes))) Symbol Is Officially Hate Speech https://t.co/Sfz4htaN4b via @Mic @_Cooper @ADL_National @JGreenbl…	0.0
context:  post: RT @CorOfTheSUN: @pamuk58 Hello Pamela! ((( 🙏🏼🙏🏼💜 Healing Love Hugs💜🙏🏼🙏🏼)))	0.0
context:  post: RT @CorOfTheSUN: @DULCE_PASION__ @pamuk58  @Met4morphoses 🎉 📢 Happy  #FollowFriday   #FF  🎶🎤📢 🎉   (((((🔊🎵🌞😜Gratitude  Love  Hugs!🎵🔊🌞😜)))) E…	0.0
context:  post: #Job #NewYork (((NO EXP_)))Mover Helper Needed Tomorrow*****$605/day: There are no appliances or any other fu... https://t.co/dJwfDywmAf	0.0
context:  post: #Job #NewYork (((No exp)))Full &amp; Part Time Warehouse Order Selector / Picker___$23.50/Hr: Seeking Full or Par... https://t.co/IuTdP6CflU	0.0
context:  post: @nomadpdx (((hugs)))	0.0
context:  post: @WinTheDay848 (((hugs))) know those feels	0.0
context:  post: *log on * ((( A ExPeRiEnCe WoRtH BraGGinG AbOuT ))) ** - https://t.co/TAFfRVb1St	0.0
context:  post: *log on * ((( A ExPeRiEnCe WoRtH BraGGinG AbOuT ))) ** - https://t.co/TAFfRVsDh3	0.0
context: date: 2016, event name: international holocaust cartoon competition, event description: International Holocaust Cartoon Contest was a 2006 cartoon competition sponsored by the Iranian newspaper Hamshahri, to denounce what it called 'Western hypocrisy on freedom of speech'. The event was staged in response to the Jyllands-Posten Muhammad cartoons controversy. Several public figures, including the United States State Department, the Israeli Foreign Ministry, and United Nations Secretary General Kofi Annan strongly criticized the contest. In January 2015, in the wake of the Charlie Hebdo shooting and the magazine's subsequent decision to publish further cartoons of Muhammad, the Iranian House of Cartoon and the Sarcheshmeh Cultural Complex in Iran announced that they would be sponsoring The 2nd International Holocaust Cartoons Contest. Selected cartoons were exhibited in Tehran beginning on May 14, 2016.  post: Hey (((🖕🏿🖕🏿u 2016))) thanks for the follow! I hope we share some common interests!!	0.0
"context:  post: @HomeboyzRadio Tunning my stereo
on full blast ((((()))))) @talliaoyando #TheJuiceHBR #OneDropWednesday"	0.0
context:  post: RT @Chr_Cru: Reminder that the (((MSM))) cares more for their propaganda than the welfare of the little boy. https://t.co/BLXH3Fs0Y6	1.0
context:  post: #TrumpSoPoor 'cause he won't take (((their))) dirty money. https://t.co/2NjV3M55WO	1.0
"context:  post: (((Oss...))) 
If you're not humble, life will visit humbleness upon… https://t.co/swh479uc4y"	0.0
"context:  post: (((((Fast FAST))))) 
_____________________________________________________
Verdaderamente ningún… https://t.co/WSviTnM3y6"	0.0
context:  post: You Cruz supports are really poor losers. seriously. And you should change it to (((THE Dude Cuck))), much better https://t.co/GCx2K5IqaS	0.0
"context: slur name: 14, slur description: The number 14 is used by white supremacists as a shorthand reference to the so-called '14 Words,' which is the most popular white supremacist slogan in the world:  'We must secure the existence of our people and a future for white children.'  The slogan was coined by David Lane, a member of the white supremacist terrorist group known as The Order (Lane died in prison in 2007).  The numeric symbol 14 is used even in those countries where the translated version of the slogan comes to fewer or greater than 14 actual words. Because of its symbolic significance, white supremacist groups use the number widely, either by itself or in conjunction with other numeric symbols, especially 88 (which stands for 'Heil Hitler').  Thus white supremacists may incorporate the number 14 into the names of groups or publications, into screen names or e-mail addresses, or virtually anywhere else.  post: (if it's not region locked)
((don't let it be region locked pl e a se i'm begging))
(((or even better give me an EU release on Feb 14 too)))"	0.0
context:  post: ((((boleh bolo-bolo))) bener nih kata Radit, cewek itu kalo cantik kebanyakan gilaaa :))) Peace @debbypermata https://t.co/qtwnjR4idS	0.0
context:  post: ((((COSPLAY CING ABDEL !!!!))))) https://t.co/7egMishN12	0.0
context:  post: RT @Dreamweaverpubl: Have a great Evening @BINJURED  Just told Val good night. I'm tired :) ((((hugs)))	0.0
context:  post: test? this is up10tion's sunyoul (((and a bit of bitto))) fan account! let's be friend? ps. i forgot how to use twitter tbvvvh:v	0.0
context:  post: @WomaninHavana (((Expert))) means paid by the EU or the government. Independent experts are divided on Brexit	1.0
context:  post: @coffee_bubbles @longhaultyke More misleading to claim it was a promise when it wasn't. Classic (((establishment))) tactics going on.	1.0
context:  post: (((@jessesingal))) is feeling left out of the echo meme. https://t.co/GQuDy6eTER	1.0
context:  post: .@BreitbartNews is turning into gaybart with it's incessant faggot worship of (((Milo))). Pathetic.	1.0
"context:  post: (((( WINTER BREAK))))
ATL COLLEGE REUNION

THIS FRIDAY AT #MansionElan

EVERYONE FREE ALL NIGHT
w/ ANY COLLEGE ID! https://t.co/F5pCCdLMWF"	0.0
"context:  post: (((( WINTER BREAK))))
ATL COLLEGE REUNION

TOMORROW AT #MansionElan

EVERYONE FREE ALL NIGHT
w/ ANY COLLEGE ID! https://t.co/F5pCCduby5 17"	0.0
context:  post: @debecca ((((hugs))))	0.0
context:  post: @NotADiagnosis ((((hugs))))	0.0
context:  post: Now this is what I love (((o(*ﾟ▽ﾟ*)o))) Dance dance dance  🎶🎶 https://t.co/8ut4yHq8yf	0.0
context:  post: RT @EMPTYSKlES: LITTLE BIRD BY ED SHEERAN :::::((((()))))))	0.0
context:  post: @JudgeFudge5 @JewishOdysseus @nsroundtable (((Everyone))) @BelEllebel	1.0
context:  post: RT @BelEllebel: @ArieFriedman @Baseball_More @DavidJSpellman lol... (((EVERYONE))) such a big (((secret))) that (((EVERYBODY KNOWS)))	1.0
context:  post: @mrzphd Aw, thanks friend!  Missed not getting to see you today! (((HUGS)))	0.0
context:  post: @MrsPstorytime I so adore you MrsP! You're inspiring teacher and children everywhere (((HUGS)))	0.0
context:  post: 11:11 (((please))) @charlieputh  https://t.co/xiDjnmJdSC	0.0
context:  post: #Baltimore #Jobs (((BACKPAGE))) Local Moving Company Needing Movers Starting Tomorrow_$320 daily cash: ======... https://t.co/2XabCTdKpv	0.0
"context:  post: #Baltimore #Jobs (((No exp)))General Warehouse Workers Needed___$19.00/HR: General Warehouse Workers Needed
$... https://t.co/HKceYgZUXO"	0.0
context: slur name: hate, slur description: It is common for white supremacists to deny being racists or to claim to that the groups to which they belong are not hate groups, but in fact the word 'hate' itself is commonly used as a white supremacist symbol for tattoos and clothing. Many white supremacists use the word to openly proclaim their hatred of people unlike them.  It is particularly common as a tattoo across the fingers of a hand.  post: RT @guardian: US antisemitism watchdog adds (((echo))) symbol to hate list after Jews targeted https://t.co/tFs6RA8yN6	0.0
context:  post: RT @jonathanmahler: (((Jewish reporters))) targeted by pro-Trump forces on Twitter https://t.co/Zb9TuzM3aE	0.0
context:  post: I think the New @ChiliPeppers album is gunna kick ((((((ASS))))))	0.0
context:  post: (((BOOOM))) @whufc_official #FarewellBoleyn 🔨🔨🔨 https://t.co/DeBNcW3vrf	0.0
"context:  post: Preach RT@Mandy_Stoto: (((BOOM))) ""@XSTROLOGY: A #Cancer has a great sense of style, in clothing, and people."""	0.0
context:  post: (((umaasa pa ding walang pasok)))	0.0
context:  post: RT @shannonNTIL: There will be new videos SOON! Who's excited?? (((hopefully some of u lol)))	0.0
"context:  post: ADELANTO DEL IMPACTO MASIVO 3 ((( D-B RECORDS ))) 

http://t.co/yr5fUOhnJQ http://t.co/xRSGNiCIR1"	0.0
context:  post: OHHHHH YEEEAHHHHHHHHHHHH !!!!! NUESTRO NUEVO TEMAAAAA :D AcKs Nueva Escuela Crew ((( D-B RECORDS))) http://t.co/JxGvJBteH3	0.0
context:  post: #thesourcehbr @i_am_misslily  @djandie254 neiba atalala show ikiisha (((((loud))))  @djandie254 nichezee the champ riddim	0.0
"context:  post: @djhassankenya
@homeboyzradio  mad show,,reppn kirinyaga @i_am_misslily  ((((loud))))"	0.0
context:  post: @qmcoetzee @neildanson no no no, hold on,  ((((((╯°□°))) ╯︵ ┻━┻))). Now it's valid clojure.	0.0
context:  post: Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/cpwZ97g9lW )))	0.0
"context:  post: @nutmeggedagain Ah but it's an Irish woman. We're weaned on pints of porter sure. 
((( ^ - ^ )))
   &lt;{       {&gt;
      /       \"	0.0
"context:  post: @DublinLive Oh to have €90......

(((( ^ - ^ ))))
   &lt;{       }&gt;
     (        )

Delighted for her.
Fair play!"	0.0
context:  post: Good morning!!!! I hope everyone has a very good day, mood ((( happy )))) =] =] =]	0.0
